name,released,metacritic,rating,ratings_count,playtime,Platform,Genre,Publisher,NA_Sales(MM),EU_Sales(MM),JP_Sales(MM),Other_Sales(MM),Global_Sales(MM),price,Platform_Group
Middle-earth: Shadow of Mordor,2014-09-30,85.0,3.9,2496,13,PC,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.04,0.36,,PC
BioShock 2,2010-02-09,88.0,4.07,1923,3,X360,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21,,Xbox Consoles
BioShock 2,2010-02-09,88.0,4.07,1923,3,PS3,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55,,PlayStation Consoles
BioShock 2,2010-02-09,88.0,4.07,1923,3,PC,Shooter,Take-Two Interactive,0.02,0.19,0.0,0.04,0.24,,PC
Far Cry 3,2012-11-28,88.0,4.25,2889,16,PS3,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,16.99,PlayStation Consoles
Far Cry 3,2012-11-28,88.0,4.25,2889,16,X360,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,16.99,Xbox Consoles
Far Cry 3,2012-11-28,88.0,4.25,2889,16,PC,Shooter,Ubisoft,0.21,0.62,0.0,0.14,0.98,16.99,PC
Alan Wake,2010-05-14,83.0,4.1,2228,5,X360,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,11.39,Xbox Consoles
Alan Wake,2010-05-14,83.0,4.1,2228,5,PC,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07,11.39,PC
Spec Ops: The Line,2012-06-26,76.0,4.09,1913,5,PS3,Shooter,Take-Two Interactive,0.19,0.25,0.04,0.09,0.57,19.99,PlayStation Consoles
Spec Ops: The Line,2012-06-26,76.0,4.09,1913,5,X360,Shooter,Take-Two Interactive,0.21,0.19,0.0,0.04,0.43,19.99,Xbox Consoles
Spec Ops: The Line,2012-06-26,76.0,4.09,1913,5,PC,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,19.99,PC
Wolfenstein: The New Order,2014-05-19,81.0,4.18,2459,12,PS4,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58,14.99,PlayStation Consoles
Wolfenstein: The New Order,2014-05-19,81.0,4.18,2459,12,XOne,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67,14.99,Xbox Consoles
Wolfenstein: The New Order,2014-05-19,81.0,4.18,2459,12,PS3,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51,14.99,PlayStation Consoles
Wolfenstein: The New Order,2014-05-19,81.0,4.18,2459,12,PC,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,14.99,PC
Wolfenstein: The New Order,2014-05-19,81.0,4.18,2459,12,X360,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41,14.99,Xbox Consoles
Saints Row: The Third,2011-11-15,84.0,3.94,2028,14,X360,Action,THQ,1.25,1.15,0.07,0.3,2.77,6.99,Xbox Consoles
Saints Row: The Third,2011-11-15,84.0,3.94,2028,14,PS3,Action,THQ,0.86,1.06,0.18,0.39,2.49,6.99,PlayStation Consoles
Saints Row: The Third,2011-11-15,84.0,3.94,2028,14,PC,Action,THQ,0.16,0.16,0.0,0.06,0.38,6.99,PC
Fallout: New Vegas,2010-10-19,84.0,4.43,2531,12,X360,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,7.99,Xbox Consoles
Fallout: New Vegas,2010-10-19,84.0,4.43,2531,12,PS3,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,7.99,PlayStation Consoles
Fallout: New Vegas,2010-10-19,84.0,4.43,2531,12,PC,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,7.99,PC
Company of Heroes 2,2013-06-25,80.0,3.09,863,4,PC,Strategy,THQ,0.06,0.25,0.0,0.05,0.36,14.99,PC
Dishonored,2012-09-25,91.0,4.37,2669,9,X360,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73,7.99,Xbox Consoles
Dishonored,2012-09-25,91.0,4.37,2669,9,PS3,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55,7.99,PlayStation Consoles
Dishonored,2012-09-25,91.0,4.37,2669,9,PC,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51,7.99,PC
Dishonored,2012-09-25,91.0,4.37,2669,9,PS4,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37,7.99,PlayStation Consoles
Dishonored,2012-09-25,91.0,4.37,2669,9,XOne,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,7.99,Xbox Consoles
Sid Meier's Civilization V,2010-09-21,90.0,4.29,1987,27,PC,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69,19.99,PC
Hitman: Absolution,2012-11-19,79.0,3.75,1622,7,PS3,Action,Square Enix,0.59,1.07,0.07,0.45,2.19,14.99,PlayStation Consoles
Hitman: Absolution,2012-11-19,79.0,3.75,1622,7,X360,Action,Square Enix,0.68,0.9,0.01,0.17,1.76,14.99,Xbox Consoles
Hitman: Absolution,2012-11-19,79.0,3.75,1622,7,PC,Action,Square Enix,0.03,0.17,0.0,0.04,0.25,14.99,PC
L.A. Noire,2011-05-17,83.0,4.16,2038,7,PS3,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,19.99,PlayStation Consoles
L.A. Noire,2011-05-17,83.0,4.16,2038,7,X360,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72,19.99,Xbox Consoles
Assassin’s Creed IV: Black Flag,2013-10-29,85.0,4.14,2563,25,PS3,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,16.99,PlayStation Consoles
Assassin’s Creed IV: Black Flag,2013-10-29,85.0,4.14,2563,25,X360,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,16.99,Xbox Consoles
Assassin’s Creed IV: Black Flag,2013-10-29,85.0,4.14,2563,25,PS4,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,16.99,PlayStation Consoles
Assassin’s Creed IV: Black Flag,2013-10-29,85.0,4.14,2563,25,XOne,Action,Ubisoft,1.47,0.55,0.0,0.19,2.21,16.99,Xbox Consoles
Assassin’s Creed IV: Black Flag,2013-10-29,85.0,4.14,2563,25,PC,Action,Ubisoft,0.22,0.38,0.0,0.1,0.69,16.99,PC
Assassin’s Creed IV: Black Flag,2013-10-29,85.0,4.14,2563,25,WiiU,Action,Ubisoft,0.18,0.09,0.0,0.03,0.29,16.99,Wii Series
Mass Effect 2,2010-01-26,94.0,4.47,2984,22,X360,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,19.99,Xbox Consoles
Mass Effect 2,2010-01-26,94.0,4.47,2984,22,PS3,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48,19.99,PlayStation Consoles
Mass Effect 2,2010-01-26,94.0,4.47,2984,22,PC,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.07,0.4,19.99,PC
Borderlands: The Pre-Sequel,2014-10-13,75.0,3.56,1359,6,X360,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75,29.99,Xbox Consoles
Borderlands: The Pre-Sequel,2014-10-13,75.0,3.56,1359,6,PS3,Shooter,Take-Two Interactive,0.25,0.26,0.05,0.11,0.67,29.99,PlayStation Consoles
Borderlands: The Pre-Sequel,2014-10-13,75.0,3.56,1359,6,PC,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29,29.99,PC
Metal Gear Solid V: Ground Zeroes,2014-03-18,80.0,3.9,1694,3,PS4,Action,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28,16.99,PlayStation Consoles
Metal Gear Solid V: Ground Zeroes,2014-03-18,80.0,3.9,1694,3,PS3,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62,16.99,PlayStation Consoles
Metal Gear Solid V: Ground Zeroes,2014-03-18,80.0,3.9,1694,3,XOne,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28,16.99,Xbox Consoles
Metal Gear Solid V: Ground Zeroes,2014-03-18,80.0,3.9,1694,3,X360,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15,16.99,Xbox Consoles
Just Cause 2,2010-03-23,84.0,3.61,1346,3,PS3,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,9.99,PlayStation Consoles
Just Cause 2,2010-03-23,84.0,3.61,1346,3,X360,Action,Square Enix,0.59,0.85,0.02,0.17,1.62,9.99,Xbox Consoles
Just Cause 2,2010-03-23,84.0,3.61,1346,3,PC,Action,Square Enix,0.0,0.1,0.0,0.03,0.13,9.99,PC
Journey,2012-03-13,92.0,4.32,2430,2,PS3,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25,,PlayStation Consoles
XCOM: Enemy Unknown,2012-10-09,89.0,4.2,1564,13,PC,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72,14.99,PC
XCOM: Enemy Unknown,2012-10-09,89.0,4.2,1564,13,X360,Strategy,Take-Two Interactive,0.36,0.23,0.0,0.05,0.64,14.99,Xbox Consoles
XCOM: Enemy Unknown,2012-10-09,89.0,4.2,1564,13,PS3,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6,14.99,PlayStation Consoles
Brothers: A Tale of Two Sons,2013-08-07,90.0,4.18,1618,3,PS4,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13,,PlayStation Consoles
Brothers: A Tale of Two Sons,2013-08-07,90.0,4.18,1618,3,XOne,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,,Xbox Consoles
Mafia II,2010-08-24,77.0,4.24,2151,13,X360,Action,Take-Two Interactive,0.84,0.56,0.0,0.15,1.55,19.99,Xbox Consoles
Mafia II,2010-08-24,77.0,4.24,2151,13,PS3,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52,19.99,PlayStation Consoles
Mafia II,2010-08-24,77.0,4.24,2151,13,PC,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,19.99,PC
Watch Dogs,2014-05-27,77.0,3.59,2161,16,PS4,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,,PlayStation Consoles
Watch Dogs,2014-05-27,77.0,3.59,2161,16,PS3,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93,,PlayStation Consoles
Watch Dogs,2014-05-27,77.0,3.59,2161,16,XOne,Action,Ubisoft,0.9,0.53,0.0,0.13,1.55,,Xbox Consoles
Watch Dogs,2014-05-27,77.0,3.59,2161,16,X360,Action,Ubisoft,0.72,0.45,0.01,0.11,1.28,,Xbox Consoles
Watch Dogs,2014-05-27,77.0,3.59,2161,16,PC,Action,Ubisoft,0.14,0.26,0.0,0.05,0.45,,PC
Watch Dogs,2014-05-27,77.0,3.59,2161,16,WiiU,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14,,Wii Series
Heavy Rain,2010-02-17,80.0,4.12,2400,5,PS3,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,,PlayStation Consoles
Saints Row IV,2013-08-20,86.0,3.82,1608,13,X360,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69,10.99,Xbox Consoles
Saints Row IV,2013-08-20,86.0,3.82,1608,13,PS3,Action,Deep Silver,0.56,0.44,0.09,0.21,1.3,10.99,PlayStation Consoles
Saints Row IV,2013-08-20,86.0,3.82,1608,13,PS4,Action,Deep Silver,0.13,0.17,0.03,0.06,0.38,10.99,PlayStation Consoles
Saints Row IV,2013-08-20,86.0,3.82,1608,13,XOne,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2,10.99,Xbox Consoles
Saints Row IV,2013-08-20,86.0,3.82,1608,13,PC,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,10.99,PC
Max Payne 3,2012-05-15,87.0,4.26,1899,10,PS3,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9,14.99,PlayStation Consoles
Max Payne 3,2012-05-15,87.0,4.26,1899,10,X360,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66,14.99,Xbox Consoles
Max Payne 3,2012-05-15,87.0,4.26,1899,10,PC,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43,14.99,PC
Alien: Isolation,2014-10-05,81.0,4.2,1432,4,PS4,Shooter,Sega,0.34,0.56,0.04,0.19,1.13,29.99,PlayStation Consoles
Alien: Isolation,2014-10-05,81.0,4.2,1432,4,XOne,Shooter,Sega,0.22,0.24,0.0,0.04,0.5,29.99,Xbox Consoles
Alien: Isolation,2014-10-05,81.0,4.2,1432,4,PS3,Shooter,Sega,0.12,0.19,0.0,0.07,0.37,29.99,PlayStation Consoles
Alien: Isolation,2014-10-05,81.0,4.2,1432,4,X360,Shooter,Sega,0.15,0.13,0.0,0.03,0.3,29.99,Xbox Consoles
Alien: Isolation,2014-10-05,81.0,4.2,1432,4,PC,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,29.99,PC
The Darkness II,2012-02-07,77.0,3.7,1106,3,X360,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39,19.99,Xbox Consoles
The Darkness II,2012-02-07,77.0,3.7,1106,3,PS3,Shooter,Take-Two Interactive,0.14,0.14,0.0,0.05,0.33,19.99,PlayStation Consoles
The Darkness II,2012-02-07,77.0,3.7,1106,3,PC,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,19.99,PC
Darksiders,2010-01-27,83.0,3.76,1201,3,X360,Action,THQ,0.67,0.29,0.01,0.1,1.06,,Xbox Consoles
Darksiders,2010-01-27,83.0,3.76,1201,3,PC,Action,THQ,0.07,0.06,0.0,0.02,0.15,,PC
Darksiders,2010-01-27,83.0,3.76,1201,3,PS3,Action,THQ,0.01,0.01,0.0,0.0,0.02,,PlayStation Consoles
Batman: Arkham Origins,2013-10-25,74.0,3.95,1559,12,PS3,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,0.0,PlayStation Consoles
Batman: Arkham Origins,2013-10-25,74.0,3.95,1559,12,X360,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0.0,0.17,1.93,0.0,Xbox Consoles
Batman: Arkham Origins,2013-10-25,74.0,3.95,1559,12,WiiU,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0.0,0.03,0.33,0.0,Wii Series
Batman: Arkham Origins,2013-10-25,74.0,3.95,1559,12,PC,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.04,0.32,0.0,PC
GRID 2,2013-05-27,80.0,3.29,824,3,PS3,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39,19.98,PlayStation Consoles
GRID 2,2013-05-27,80.0,3.29,824,3,X360,Racing,Codemasters,0.08,0.17,0.0,0.03,0.29,19.98,Xbox Consoles
GRID 2,2013-05-27,80.0,3.29,824,3,PC,Racing,Codemasters,0.0,0.06,0.0,0.01,0.07,19.98,PC
The Wolf Among Us,2013-10-10,82.0,4.4,2103,9,PS4,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21,11.99,PlayStation Consoles
The Wolf Among Us,2013-10-10,82.0,4.4,2103,9,PS3,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1,11.99,PlayStation Consoles
The Wolf Among Us,2013-10-10,82.0,4.4,2103,9,XOne,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07,11.99,Xbox Consoles
The Wolf Among Us,2013-10-10,82.0,4.4,2103,9,PSV,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07,11.99,Handhelds
The Wolf Among Us,2013-10-10,82.0,4.4,2103,9,X360,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04,11.99,Xbox Consoles
Far Cry 4,2014-11-18,80.0,3.82,1864,17,PS4,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,25.99,PlayStation Consoles
Far Cry 4,2014-11-18,80.0,3.82,1864,17,XOne,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61,25.99,Xbox Consoles
Far Cry 4,2014-11-18,80.0,3.82,1864,17,PS3,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44,25.99,PlayStation Consoles
Far Cry 4,2014-11-18,80.0,3.82,1864,17,X360,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98,25.99,Xbox Consoles
Far Cry 4,2014-11-18,80.0,3.82,1864,17,PC,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,25.99,PC
Total War: SHOGUN 2,2011-03-14,90.0,3.6,618,5,PC,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,,PC
Assassin’s Creed III,2012-10-30,80.0,3.74,2124,22,PS3,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5,,PlayStation Consoles
Assassin’s Creed III,2012-10-30,80.0,3.74,2124,22,X360,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,,Xbox Consoles
Assassin’s Creed III,2012-10-30,80.0,3.74,2124,22,PC,Action,Ubisoft,0.28,0.53,0.0,0.13,0.94,,PC
Assassin’s Creed III,2012-10-30,80.0,3.74,2124,22,WiiU,Action,Ubisoft,0.19,0.13,0.0,0.03,0.36,,Wii Series
This War of Mine,2014-11-14,83.0,4.07,1222,4,PS4,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02,14.99,PlayStation Consoles
Lara Croft and the Temple of Osiris,2014-12-08,73.0,3.1,648,2,PS4,Action,Square Enix,0.0,0.07,0.0,0.01,0.08,14.99,PlayStation Consoles
Lara Croft and the Temple of Osiris,2014-12-08,73.0,3.1,648,2,PC,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,14.99,PC
Red Dead Redemption,2010-05-18,95.0,4.43,2111,6,PS3,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,,PlayStation Consoles
Red Dead Redemption,2010-05-18,95.0,4.43,2111,6,X360,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,,Xbox Consoles
Magicka,2011-01-25,74.0,3.8,1080,5,PC,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,7.99,PC
Dead Island,2011-09-06,74.0,3.47,1338,7,X360,Action,Deep Silver,1.48,0.71,0.0,0.2,2.39,,Xbox Consoles
Dead Island,2011-09-06,74.0,3.47,1338,7,PS3,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29,,PlayStation Consoles
Dead Island,2011-09-06,74.0,3.47,1338,7,PC,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,,PC
South Park: The Stick of Truth,2014-03-04,84.0,4.22,1669,12,PS3,Role-Playing,Ubisoft,0.42,0.38,0.0,0.17,0.98,25.99,PlayStation Consoles
South Park: The Stick of Truth,2014-03-04,84.0,4.22,1669,12,X360,Role-Playing,Ubisoft,0.57,0.3,0.0,0.08,0.95,25.99,Xbox Consoles
South Park: The Stick of Truth,2014-03-04,84.0,4.22,1669,12,PC,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,25.99,PC
The Last Of Us,2013-06-14,95.0,4.55,3192,15,PS3,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,,PlayStation Consoles
The Last Of Us,2013-06-14,95.0,4.55,3192,15,PS4,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,,PlayStation Consoles
Halo: The Master Chief Collection,2014-11-11,85.0,4.25,1080,7,XOne,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,,Xbox Consoles
Assassin's Creed Unity,2014-11-11,71.0,3.62,1676,14,PS4,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,25.99,PlayStation Consoles
Assassin's Creed Unity,2014-11-11,71.0,3.62,1676,14,XOne,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,25.99,Xbox Consoles
Assassin's Creed Unity,2014-11-11,71.0,3.62,1676,14,PC,Action,Ubisoft,0.17,0.33,0.0,0.05,0.55,25.99,PC
Call of Duty: Black Ops,2010-11-09,81.0,4.04,1809,9,X360,Shooter,Activision,9.67,3.73,0.11,1.13,14.64,29.99,Xbox Consoles
Call of Duty: Black Ops,2010-11-09,81.0,4.04,1809,9,PS3,Shooter,Activision,5.98,4.44,0.48,1.83,12.73,29.99,PlayStation Consoles
Call of Duty: Black Ops,2010-11-09,81.0,4.04,1809,9,PC,Shooter,Activision,0.58,0.81,0.0,0.24,1.63,29.99,PC
Call of Duty: Black Ops,2010-11-09,81.0,4.04,1809,9,Wii,Shooter,Activision,0.82,0.47,0.0,0.12,1.4,29.99,Wii Series
Call of Duty: Black Ops,2010-11-09,81.0,4.04,1809,9,DS,Shooter,Activision,0.54,0.05,0.0,0.04,0.63,29.99,Handhelds
The Binding of Isaac,2011-09-28,84.0,3.9,1168,5,PC,Action,Unknown,0.0,0.03,0.0,0.0,0.03,3.99,PC
DmC: Devil May Cry,2013-01-15,85.0,4.02,1537,6,PS3,Action,Capcom,0.24,0.28,0.19,0.12,0.82,23.99,PlayStation Consoles
DmC: Devil May Cry,2013-01-15,85.0,4.02,1537,6,X360,Action,Capcom,0.26,0.13,0.01,0.04,0.44,23.99,Xbox Consoles
DmC: Devil May Cry,2013-01-15,85.0,4.02,1537,6,PS4,Action,Capcom,0.12,0.13,0.0,0.05,0.3,23.99,PlayStation Consoles
DmC: Devil May Cry,2013-01-15,85.0,4.02,1537,6,XOne,Action,Capcom,0.08,0.04,0.0,0.01,0.13,23.99,Xbox Consoles
The Bureau: XCOM Declassified,2013-08-20,66.0,3.04,655,3,PS3,Shooter,Take-Two Interactive,0.08,0.16,0.0,0.05,0.29,14.99,PlayStation Consoles
The Bureau: XCOM Declassified,2013-08-20,66.0,3.04,655,3,X360,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24,14.99,Xbox Consoles
The Bureau: XCOM Declassified,2013-08-20,66.0,3.04,655,3,PC,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05,14.99,PC
Dead Space 2,2011-01-25,87.0,4.38,1376,5,X360,Shooter,Electronic Arts,0.94,0.45,0.0,0.13,1.52,14.99,Xbox Consoles
Dead Space 2,2011-01-25,87.0,4.38,1376,5,PS3,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44,14.99,PlayStation Consoles
Dead Space 2,2011-01-25,87.0,4.38,1376,5,PC,Shooter,Electronic Arts,0.13,0.15,0.0,0.05,0.33,14.99,PC
Rayman Legends,2013-08-29,89.0,4.16,1543,5,PS4,Platform,Ubisoft,0.21,0.61,0.0,0.18,1.01,,PlayStation Consoles
Rayman Legends,2013-08-29,89.0,4.16,1543,5,WiiU,Platform,Ubisoft,0.26,0.33,0.03,0.06,0.68,,Wii Series
Rayman Legends,2013-08-29,89.0,4.16,1543,5,PS3,Platform,Ubisoft,0.14,0.38,0.0,0.14,0.66,,PlayStation Consoles
Rayman Legends,2013-08-29,89.0,4.16,1543,5,X360,Platform,Ubisoft,0.19,0.23,0.0,0.04,0.46,,Xbox Consoles
Rayman Legends,2013-08-29,89.0,4.16,1543,5,XOne,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,,Xbox Consoles
Rayman Legends,2013-08-29,89.0,4.16,1543,5,PSV,Platform,Ubisoft,0.03,0.12,0.0,0.05,0.21,,Handhelds
Batman: Arkham City,2011-10-18,94.0,4.42,2107,20,PS3,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,,PlayStation Consoles
Batman: Arkham City,2011-10-18,94.0,4.42,2107,20,X360,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,,Xbox Consoles
Batman: Arkham City,2011-10-18,94.0,4.42,2107,20,PC,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,,PC
Batman: Arkham City,2011-10-18,94.0,4.42,2107,20,WiiU,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38,,Wii Series
Beyond: Two Souls,2013-10-07,73.0,3.8,1741,4,PS3,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79,,PlayStation Consoles
Goat Simulator,2014-04-01,62.0,3.17,1180,3,XOne,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01,7.19,Xbox Consoles
The Sims 4,2014-09-02,67.0,3.68,1122,4,PC,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,,PC
Battlefield 4,2013-10-29,81.0,3.95,1561,6,PS3,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,,PlayStation Consoles
Battlefield 4,2013-10-29,81.0,3.95,1561,6,X360,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,,Xbox Consoles
Battlefield 4,2013-10-29,81.0,3.95,1561,6,PS4,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,,PlayStation Consoles
Battlefield 4,2013-10-29,81.0,3.95,1561,6,XOne,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98,,Xbox Consoles
Battlefield 4,2013-10-29,81.0,3.95,1561,6,PC,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,,PC
Uncharted 3: Drake's Deception,2011-11-01,92.0,4.37,1915,12,PS3,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83,,PlayStation Consoles
Homefront,2011-03-15,70.0,2.95,805,2,X360,Shooter,THQ,0.83,0.48,0.02,0.12,1.46,14.99,Xbox Consoles
Homefront,2011-03-15,70.0,2.95,805,2,PS3,Shooter,THQ,0.32,0.4,0.04,0.15,0.91,14.99,PlayStation Consoles
Homefront,2011-03-15,70.0,2.95,805,2,PC,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,14.99,PC
Sniper Elite V2,2012-05-01,66.0,3.4,840,4,PS3,Shooter,505 Games,0.38,0.39,0.06,0.15,0.98,,PlayStation Consoles
Sniper Elite V2,2012-05-01,66.0,3.4,840,4,X360,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85,,Xbox Consoles
Sniper Elite V2,2012-05-01,66.0,3.4,840,4,WiiU,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,,Wii Series
Resident Evil 6,2012-10-02,67.0,3.42,1249,8,PS3,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,,PlayStation Consoles
Resident Evil 6,2012-10-02,67.0,3.42,1249,8,X360,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98,,Xbox Consoles
Resident Evil 6,2012-10-02,67.0,3.42,1249,8,PS4,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07,,PlayStation Consoles
Resident Evil 6,2012-10-02,67.0,3.42,1249,8,PC,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04,,PC
Resident Evil 6,2012-10-02,67.0,3.42,1249,8,XOne,Shooter,Capcom,0.03,0.0,0.0,0.0,0.04,,Xbox Consoles
Euro Truck Simulator 2,2012-10-19,79.0,4.12,889,12,PC,Action,SCS Software,0.0,0.12,0.0,0.02,0.13,14.99,PC
Dragon Age: Inquisition,2014-11-18,86.0,3.79,1534,4,PS4,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97,,PlayStation Consoles
Dragon Age: Inquisition,2014-11-18,86.0,3.79,1534,4,XOne,Role-Playing,Electronic Arts,0.55,0.28,0.0,0.07,0.91,,Xbox Consoles
Dragon Age: Inquisition,2014-11-18,86.0,3.79,1534,4,PC,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73,,PC
Dragon Age: Inquisition,2014-11-18,86.0,3.79,1534,4,PS3,Role-Playing,Electronic Arts,0.26,0.23,0.05,0.1,0.65,,PlayStation Consoles
Dragon Age: Inquisition,2014-11-18,86.0,3.79,1534,4,X360,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55,,Xbox Consoles
